date,date,total number of dead and missing,migration route,cause of death category,label_level
2020-10-01,2020-10-01,1.0,afghanistan to iran,health-related causes,level2
2020-10-01,2020-10-01,1.0,afghanistan to iran,health-related causes,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,accidental death,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,accidental death,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,health-related causes,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,accidental death,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,accidental death,level2
2020-11-01,2020-11-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2020-12-01,2020-12-01,1.0,afghanistan to iran,accidental death,level2
2020-12-01,2020-12-01,1.0,afghanistan to iran,mixed or unknown,level2
2020-12-01,2020-12-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2020-12-01,2020-12-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,2.0,afghanistan to iran,violence and related causes,level2
2021-08-01,2021-08-01,3.0,afghanistan to iran,environmental conditions and accidents,level2
2021-12-01,2021-12-01,2.0,afghanistan to iran,environmental conditions and accidents,level2
2021-12-01,2021-12-01,5.0,afghanistan to iran,environmental conditions and accidents,level2
2021-01-01,2021-01-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,accidental death,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,accidental death,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,accidental death,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,accidental death,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,health-related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,health-related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,health-related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,accidental death,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,accidental death,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,accidental death,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-01-01,2021-01-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,violence and related causes,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,health-related causes,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,health-related causes,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,accidental death,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,accidental death,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-06-01,2021-06-01,1.0,afghanistan to iran,health-related causes,level2
2021-07-01,2021-07-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-07-01,2021-07-01,1.0,afghanistan to iran,health-related causes,level2
2021-09-01,2021-09-01,1.0,afghanistan to iran,health-related causes,level2
2021-09-01,2021-09-01,1.0,afghanistan to iran,health-related causes,level2
2021-09-01,2021-09-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-09-01,2021-09-01,1.0,afghanistan to iran,accidental death,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,accidental death,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-01-01,2021-01-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,violence and related causes,level2
2021-01-01,2021-01-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-10-01,2021-10-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,health-related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,accidental death,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,health-related causes,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,accidental death,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,accidental death,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,accidental death,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,accidental death,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,health-related causes,level2
2021-11-01,2021-11-01,1.0,afghanistan to iran,health-related causes,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,violence and related causes,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,health-related causes,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-12-01,2021-12-01,1.0,afghanistan to iran,accidental death,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,violence and related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,violence and related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,violence and related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,violence and related causes,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-02-01,2021-02-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,health-related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,violence and related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,health-related causes,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,accidental death,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-03-01,2021-03-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,violence and related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,violence and related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,violence and related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,violence and related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,violence and related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,health-related causes,level2
2021-04-01,2021-04-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-05-01,2021-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
2021-05-01,2021-05-01,1.0,afghanistan to iran,environmental conditions and accidents,level2
